date,H2demand1-0.time-based_0-tot_dem,H2demand2-0.time-based_0-tot_dem,compressor1-0.time-based_0-flow_from_c,H2valve1-0.time-based_0-out2,H2valve1-0.time-based_0-out1,H2_controller-0.time-based_0-dump,H2_controller-0.time-based_0-desired_out,H2Buffer1-0.time-based_0-free_capacity,H2Buffer1-0.time-based_0-h2_out,H2Buffer1-0.time-based_0-soc
2012-01-18 13:30:00,0.0,0.0,0.0,0.0,0.0,0,0.0,158042.83805926194,0.0,39.71071892788412
2012-01-18 13:45:00,0.0,181.0,181.0,0.0,0.0,0,181.0,158123.83805926197,181.0,39.67981950955673
2012-01-18 14:00:00,157.0,181.0,200.0,181.0,0.0,0,338.0,158223.83805926194,200.0,39.64167207952291
2012-01-18 14:15:00,157.0,0.0,157.0,107.10059171597632,92.89940828402366,0,157.0,158280.83805926194,157.0,39.61992804440364
2012-01-18 14:30:00,187.75,213.0,200.0,0.0,157.0,0,400.75,158380.83805926194,200.0,39.58178061436982
2012-01-18 14:45:00,187.75,172.25,200.0,106.30068621334996,93.69931378665002,0,360.0,158480.83805926194,200.0,39.543633184336
2012-01-18 15:00:00,187.75,172.25,200.0,95.69444444444444,104.30555555555556,0,360.0,158580.83805926197,200.0,39.505485754302185
2012-01-18 15:15:00,187.75,172.25,200.0,95.69444444444444,104.30555555555556,0,360.0,158680.83805926197,200.0,39.46733832426837
2012-01-18 15:30:00,186.0,172.25,200.0,95.69444444444444,104.30555555555556,0,358.25,158780.83805926194,200.0,39.42919089423455
2012-01-18 15:45:00,186.0,0.0,186.0,96.1618981158409,103.83810188415912,0,186.0,158866.83805926194,186.0,39.39638410440547
2012-01-18 16:00:00,186.0,0.0,186.0,0.0,186.0,0,186.0,158952.83805926194,186.0,39.36357731457639
2012-01-18 16:15:00,0.0,168.25,168.25,0.0,186.0,0,168.25,159021.08805926194,168.25,39.33754169357831
2012-01-18 16:30:00,217.0,168.25,200.0,168.25,0.0,0,385.25,159121.08805926194,200.0,39.29939426354449
2012-01-18 16:45:00,217.0,168.25,200.0,87.3458792991564,112.65412070084362,0,385.25,159221.08805926194,200.0,39.26124683351068
2012-01-18 17:00:00,0.0,168.25,168.25,87.3458792991564,112.65412070084362,0,168.25,159289.33805926194,168.25,39.2352112125126
2012-01-18 17:15:00,213.66666666666663,0.0,200.0,168.25,0.0,0,213.66666666666663,159389.33805926194,200.0,39.19706378247878
2012-01-18 17:30:00,213.66666666666663,150.0,200.0,0.0,200.0,0,363.6666666666666,159489.33805926194,200.0,39.15891635244496
2012-01-18 17:45:00,213.66666666666663,150.0,200.0,82.49312557286895,117.50687442713108,0,363.6666666666666,159589.33805926194,200.0,39.120768922411145
2012-01-18 18:00:00,0.0,150.0,150.0,82.49312557286895,117.50687442713108,0,150.0,159639.33805926194,150.0,39.10169520739424
2012-01-18 18:15:00,274.0,150.0,200.0,150.0,0.0,0,424.0,159739.33805926194,200.0,39.06354777736042
2012-01-18 18:30:00,0.0,150.0,150.0,70.75471698113208,129.24528301886792,0,150.0,159789.3380592619,150.0,39.04447406234351
2012-01-18 18:45:00,0.0,203.5,200.0,150.0,0.0,0,203.5,159889.33805926194,200.0,39.006326632309694
2012-01-18 19:00:00,0.0,203.5,200.0,200.0,0.0,0,203.5,159989.33805926194,200.0,38.96817920227588
2012-01-18 19:15:00,241.0,182.0,200.0,200.0,0.0,0,423.0,160089.33805926194,200.0,38.93003177224206
